customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,vital_stages
400,60,male,scarf,accessories,35,idaho,l,blue,fall,3.5,yes,2-day shipping,yes,yes,10,debit card,monthly,tercera_edad
401,39,male,boots,footwear,66,utah,m,green,winter,4.8,yes,free shipping,yes,yes,14,paypal,bi-weekly,adulto
402,43,male,t-shirt,clothing,91,oklahoma,l,orange,fall,4.8,yes,standard,yes,yes,21,cash,quarterly,adulto
403,31,male,backpack,accessories,78,california,l,cyan,fall,3.0,yes,express,yes,yes,26,paypal,monthly,adulto
404,19,male,sneakers,footwear,45,nevada,m,orange,winter,4.5,yes,next day air,yes,yes,12,bank transfer,annually,adolescente
405,35,male,t-shirt,clothing,93,delaware,m,indigo,spring,4.8,yes,store pickup,yes,yes,11,credit card,monthly,adulto
406,41,male,jeans,clothing,74,south carolina,s,silver,summer,3.8,yes,standard,yes,yes,15,cash,annually,adulto
407,52,male,gloves,accessories,55,maryland,m,peach,spring,4.6,yes,express,yes,yes,13,cash,monthly,adulto
408,45,male,hoodie,clothing,76,north carolina,xl,teal,spring,3.1,yes,next day air,yes,yes,5,credit card,bi-weekly,adulto
409,34,male,sneakers,footwear,66,alabama,l,white,spring,3.4,yes,express,yes,yes,36,cash,bi-weekly,adulto
410,35,male,shorts,clothing,51,minnesota,m,brown,winter,3.3,yes,2-day shipping,yes,yes,32,bank transfer,monthly,adulto
411,29,male,sweater,clothing,26,virginia,l,lavender,spring,4.8,yes,2-day shipping,yes,yes,1,credit card,quarterly,adulto
412,59,male,jeans,clothing,29,michigan,m,indigo,summer,2.8,yes,express,yes,yes,15,paypal,annually,adulto
413,24,male,jacket,outerwear,74,maine,m,yellow,summer,3.1,yes,store pickup,yes,yes,3,bank transfer,weekly,adulto
414,70,male,jewelry,accessories,99,nevada,s,white,summer,4.6,yes,free shipping,yes,yes,48,cash,monthly,tercera_edad
415,29,male,backpack,accessories,88,wyoming,l,violet,winter,2.6,yes,store pickup,yes,yes,30,debit card,weekly,adulto
416,67,male,coat,outerwear,31,connecticut,m,lavender,winter,2.6,yes,express,yes,yes,40,bank transfer,monthly,tercera_edad
417,36,male,belt,accessories,55,oregon,l,olive,spring,3.8,yes,free shipping,yes,yes,24,bank transfer,bi-weekly,adulto
418,23,male,sandals,footwear,81,mississippi,l,beige,fall,4.5,yes,free shipping,yes,yes,48,debit card,quarterly,adulto
419,18,male,sweater,clothing,73,illinois,l,purple,spring,3.0,yes,standard,yes,yes,27,venmo,bi-weekly,adolescente
420,53,male,shorts,clothing,91,utah,s,teal,winter,3.5,yes,free shipping,yes,yes,14,credit card,quarterly,adulto
421,32,male,socks,clothing,54,north carolina,s,peach,spring,3.8,yes,free shipping,yes,yes,18,debit card,bi-weekly,adulto
422,38,male,shirt,clothing,40,kentucky,m,violet,winter,3.5,yes,standard,yes,yes,48,cash,bi-weekly,adulto
423,47,male,pants,clothing,59,minnesota,m,purple,fall,3.1,yes,store pickup,yes,yes,32,debit card,annually,adulto
424,46,male,scarf,accessories,26,new york,l,teal,spring,3.0,yes,store pickup,yes,yes,21,credit card,bi-weekly,adulto
425,66,male,sweater,clothing,23,illinois,m,gold,winter,4.3,yes,standard,yes,yes,42,paypal,bi-weekly,tercera_edad
426,40,male,jeans,clothing,87,north dakota,s,teal,winter,3.3,yes,store pickup,yes,yes,4,credit card,quarterly,adulto
427,43,male,pants,clothing,71,louisiana,m,violet,winter,4.7,yes,express,yes,yes,19,credit card,quarterly,adulto
428,58,male,backpack,accessories,91,illinois,l,black,winter,4.5,yes,store pickup,yes,yes,6,credit card,quarterly,adulto
429,21,male,coat,outerwear,64,wyoming,xl,gold,winter,2.9,yes,free shipping,yes,yes,2,debit card,bi-weekly,adulto
430,42,male,sandals,footwear,94,washington,m,gold,winter,4.1,yes,2-day shipping,yes,yes,21,cash,bi-weekly,adulto
431,24,male,shirt,clothing,40,texas,m,brown,summer,3.5,yes,store pickup,yes,yes,40,debit card,annually,adulto
432,43,male,hat,accessories,76,new hampshire,l,cyan,winter,3.4,yes,store pickup,yes,yes,33,cash,bi-weekly,adulto
433,47,male,shirt,clothing,86,indiana,s,indigo,fall,3.3,yes,free shipping,yes,yes,26,venmo,weekly,adulto
434,49,male,skirt,clothing,92,alabama,m,orange,fall,3.2,yes,store pickup,yes,yes,23,credit card,bi-weekly,adulto
435,50,male,shoes,footwear,52,oklahoma,l,pink,spring,4.0,yes,store pickup,yes,yes,39,paypal,quarterly,adulto
436,51,male,coat,outerwear,28,montana,xl,olive,winter,3.6,yes,next day air,yes,yes,42,bank transfer,monthly,adulto
437,40,male,pants,clothing,46,tennessee,l,cyan,summer,4.6,yes,free shipping,yes,yes,41,bank transfer,weekly,adulto
438,45,male,jewelry,accessories,50,new mexico,m,peach,summer,2.6,yes,next day air,yes,yes,41,paypal,annually,adulto
439,52,male,belt,accessories,23,iowa,m,turquoise,winter,4.3,yes,express,yes,yes,12,credit card,bi-weekly,adulto
440,62,male,jacket,outerwear,50,idaho,m,turquoise,summer,3.4,yes,free shipping,yes,yes,31,cash,monthly,tercera_edad
441,20,male,shirt,clothing,89,oklahoma,xl,maroon,winter,3.5,yes,store pickup,yes,yes,34,debit card,bi-weekly,adulto
442,43,male,hoodie,clothing,81,florida,m,maroon,winter,4.2,yes,standard,yes,yes,32,credit card,annually,adulto
443,29,male,sunglasses,accessories,69,michigan,m,olive,fall,3.5,yes,store pickup,yes,yes,31,credit card,quarterly,adulto
444,22,male,sunglasses,accessories,67,hawaii,m,magenta,summer,3.6,yes,free shipping,yes,yes,24,paypal,annually,adulto
445,48,male,dress,clothing,20,california,m,red,summer,4.3,yes,store pickup,yes,yes,31,debit card,annually,adulto
446,42,male,boots,footwear,29,iowa,m,olive,fall,4.9,yes,standard,yes,yes,18,venmo,annually,adulto
447,19,male,shirt,clothing,74,west virginia,m,silver,summer,4.1,yes,store pickup,yes,yes,15,venmo,monthly,adolescente
448,60,male,shorts,clothing,82,washington,s,turquoise,spring,3.6,yes,standard,yes,yes,7,bank transfer,quarterly,tercera_edad
449,32,male,gloves,accessories,23,missouri,m,yellow,summer,3.4,yes,next day air,yes,yes,35,bank transfer,bi-weekly,adulto
450,26,male,jewelry,accessories,45,new york,l,peach,summer,2.9,yes,2-day shipping,yes,yes,35,bank transfer,monthly,adulto
451,25,male,boots,footwear,21,connecticut,l,beige,summer,2.7,yes,store pickup,yes,yes,19,credit card,monthly,adulto
452,66,male,jewelry,accessories,31,virginia,m,pink,summer,4.3,yes,express,yes,yes,26,credit card,bi-weekly,tercera_edad
453,45,male,pants,clothing,45,missouri,m,violet,summer,3.3,yes,express,yes,yes,39,paypal,bi-weekly,adulto
454,54,male,jewelry,accessories,56,nebraska,xl,peach,winter,2.8,yes,next day air,yes,yes,22,credit card,weekly,adulto
455,37,male,jacket,outerwear,97,new jersey,s,gold,summer,3.2,yes,next day air,yes,yes,14,cash,bi-weekly,adulto
456,54,male,blouse,clothing,100,utah,xl,gold,fall,3.6,yes,store pickup,yes,yes,50,debit card,bi-weekly,adulto
457,50,male,blouse,clothing,96,north carolina,s,indigo,fall,4.0,yes,2-day shipping,yes,yes,33,credit card,quarterly,adulto
458,25,male,gloves,accessories,99,rhode island,m,blue,spring,4.9,yes,next day air,yes,yes,48,debit card,quarterly,adulto
459,47,male,shorts,clothing,91,arkansas,l,black,winter,4.0,yes,2-day shipping,yes,yes,48,paypal,monthly,adulto
460,63,male,hat,accessories,30,maryland,l,black,winter,3.8,yes,standard,yes,yes,27,paypal,bi-weekly,tercera_edad
461,64,male,shoes,footwear,65,south carolina,l,teal,summer,3.7,yes,store pickup,yes,yes,27,bank transfer,weekly,tercera_edad
462,18,male,boots,footwear,93,ohio,m,yellow,winter,3.9,yes,express,yes,yes,20,venmo,weekly,adolescente
463,59,male,jacket,outerwear,81,illinois,m,white,fall,3.3,yes,express,yes,yes,48,venmo,quarterly,adulto
464,37,male,jewelry,accessories,81,georgia,s,orange,summer,2.7,yes,standard,yes,yes,29,venmo,weekly,adulto
465,23,male,sunglasses,accessories,52,alabama,m,silver,winter,4.7,yes,next day air,yes,yes,45,paypal,monthly,adulto
466,54,male,skirt,clothing,88,oklahoma,m,pink,summer,2.8,yes,next day air,yes,yes,25,cash,quarterly,adulto
467,38,male,jeans,clothing,24,vermont,l,turquoise,winter,4.6,yes,free shipping,yes,yes,25,paypal,weekly,adulto
468,19,male,backpack,accessories,51,nebraska,s,orange,spring,4.5,yes,2-day shipping,yes,yes,37,debit card,quarterly,adolescente
469,34,male,backpack,accessories,38,georgia,s,peach,fall,5.0,yes,free shipping,yes,yes,16,cash,quarterly,adulto
470,21,male,shorts,clothing,46,alabama,l,pink,fall,4.1,yes,2-day shipping,yes,yes,30,debit card,bi-weekly,adulto
471,50,male,dress,clothing,63,minnesota,l,teal,summer,4.6,yes,express,yes,yes,6,cash,quarterly,adulto
472,55,male,scarf,accessories,72,missouri,xl,white,winter,4.9,yes,2-day shipping,yes,yes,36,bank transfer,quarterly,adulto
473,20,male,jeans,clothing,39,georgia,l,gray,winter,3.9,yes,free shipping,yes,yes,3,bank transfer,quarterly,adulto
474,34,male,coat,outerwear,42,west virginia,l,olive,spring,3.9,yes,store pickup,yes,yes,29,paypal,quarterly,adulto
475,62,male,sweater,clothing,76,arkansas,xl,maroon,summer,2.6,yes,2-day shipping,yes,yes,15,cash,quarterly,tercera_edad
476,21,male,sneakers,footwear,66,ohio,l,magenta,summer,2.7,yes,free shipping,yes,yes,18,debit card,annually,adulto
477,21,male,scarf,accessories,90,connecticut,m,magenta,spring,3.5,yes,free shipping,yes,yes,2,debit card,bi-weekly,adulto
478,42,male,sweater,clothing,56,north dakota,m,green,summer,3.7,yes,free shipping,yes,yes,49,debit card,weekly,adulto
479,35,male,jewelry,accessories,43,kansas,xl,turquoise,winter,3.2,yes,free shipping,yes,yes,48,venmo,annually,adulto
480,39,male,handbag,accessories,84,iowa,l,yellow,winter,3.3,yes,store pickup,yes,yes,43,venmo,monthly,adulto
481,68,male,hoodie,clothing,88,vermont,m,gray,summer,4.8,yes,standard,yes,yes,30,debit card,bi-weekly,tercera_edad
482,46,male,hat,accessories,88,wisconsin,l,peach,fall,3.2,yes,2-day shipping,yes,yes,10,paypal,bi-weekly,adulto
483,41,male,belt,accessories,42,connecticut,m,yellow,winter,2.5,yes,2-day shipping,yes,yes,11,venmo,annually,adulto
484,23,male,hoodie,clothing,73,oklahoma,m,white,fall,3.9,yes,store pickup,yes,yes,12,debit card,weekly,adulto
485,68,male,hat,accessories,73,missouri,l,lavender,summer,4.7,yes,free shipping,yes,yes,28,bank transfer,quarterly,tercera_edad
486,48,male,shoes,footwear,44,tennessee,s,blue,spring,2.6,yes,next day air,yes,yes,36,debit card,bi-weekly,adulto
487,38,male,sandals,footwear,63,new mexico,m,charcoal,fall,2.8,yes,store pickup,yes,yes,37,venmo,quarterly,adulto
488,41,male,jacket,outerwear,68,iowa,l,red,winter,4.4,yes,store pickup,yes,yes,22,credit card,quarterly,adulto
489,58,male,sweater,clothing,29,maine,l,olive,spring,4.6,yes,standard,yes,yes,32,venmo,weekly,adulto
490,49,male,socks,clothing,85,south dakota,m,green,summer,3.2,yes,standard,yes,yes,40,paypal,annually,adulto
491,57,male,sneakers,footwear,42,colorado,m,silver,winter,4.2,yes,2-day shipping,yes,yes,47,cash,monthly,adulto
492,49,male,coat,outerwear,69,vermont,m,silver,summer,3.7,yes,2-day shipping,yes,yes,24,credit card,bi-weekly,adulto
493,50,male,shirt,clothing,62,michigan,m,black,fall,3.9,yes,standard,yes,yes,11,debit card,weekly,adulto
494,28,male,backpack,accessories,48,nevada,xl,red,summer,4.7,yes,store pickup,yes,yes,19,cash,bi-weekly,adulto
495,38,male,boots,footwear,68,indiana,m,indigo,winter,4.5,yes,express,yes,yes,42,debit card,weekly,adulto
496,33,male,handbag,accessories,36,michigan,xl,cyan,fall,3.3,yes,free shipping,yes,yes,6,debit card,bi-weekly,adulto
497,30,male,dress,clothing,63,california,s,maroon,fall,3.3,yes,express,yes,yes,31,venmo,bi-weekly,adulto
498,43,male,sneakers,footwear,39,oklahoma,s,silver,winter,4.6,yes,free shipping,yes,yes,31,cash,weekly,adulto
499,43,male,boots,footwear,78,iowa,m,lavender,spring,3.6,yes,free shipping,yes,yes,27,bank transfer,monthly,adulto
500,36,male,shoes,footwear,99,rhode island,l,silver,winter,4.8,yes,express,yes,yes,24,paypal,monthly,adulto
501,36,male,t-shirt,clothing,31,washington,l,purple,fall,4.8,yes,next day air,yes,yes,35,venmo,quarterly,adulto
502,64,male,boots,footwear,45,florida,m,cyan,spring,2.9,yes,next day air,yes,yes,21,venmo,annually,tercera_edad
503,59,male,pants,clothing,30,south carolina,s,cyan,fall,2.8,yes,express,yes,yes,8,paypal,bi-weekly,adulto
504,55,male,shoes,footwear,24,west virginia,m,lavender,summer,3.2,yes,next day air,yes,yes,26,bank transfer,quarterly,adulto
505,42,male,shoes,footwear,22,missouri,m,maroon,winter,3.9,yes,free shipping,yes,yes,26,paypal,annually,adulto
506,61,male,t-shirt,clothing,63,maine,l,gray,spring,4.3,yes,express,yes,yes,9,cash,bi-weekly,tercera_edad
507,28,male,scarf,accessories,40,georgia,m,olive,fall,2.7,yes,2-day shipping,yes,yes,48,debit card,annually,adulto
508,65,male,shorts,clothing,20,maine,m,magenta,spring,5.0,yes,store pickup,yes,yes,33,debit card,bi-weekly,tercera_edad
509,27,male,jewelry,accessories,20,illinois,s,yellow,winter,3.7,yes,store pickup,yes,yes,31,paypal,quarterly,adulto
510,41,male,t-shirt,clothing,80,delaware,l,cyan,summer,3.9,yes,free shipping,yes,yes,17,debit card,weekly,adulto
511,21,male,shirt,clothing,87,west virginia,m,teal,fall,3.9,yes,2-day shipping,yes,yes,22,venmo,annually,adulto
512,61,male,shirt,clothing,46,hawaii,l,yellow,fall,3.1,yes,free shipping,yes,yes,8,paypal,annually,tercera_edad
513,19,male,gloves,accessories,49,new york,l,peach,winter,3.3,yes,next day air,yes,yes,2,bank transfer,monthly,adolescente
514,22,male,scarf,accessories,65,new mexico,m,peach,fall,3.6,yes,store pickup,yes,yes,45,venmo,annually,adulto
515,64,male,skirt,clothing,62,indiana,s,olive,winter,4.3,yes,standard,yes,yes,47,paypal,quarterly,tercera_edad
516,28,male,hat,accessories,67,kentucky,l,charcoal,spring,4.5,yes,next day air,yes,yes,7,cash,monthly,adulto
517,34,male,hoodie,clothing,41,west virginia,l,indigo,fall,2.8,yes,2-day shipping,yes,yes,19,debit card,bi-weekly,adulto
518,61,male,boots,footwear,49,north dakota,l,silver,fall,2.7,yes,free shipping,yes,yes,44,cash,quarterly,tercera_edad
519,24,male,blouse,clothing,100,oregon,m,beige,fall,2.9,yes,next day air,yes,yes,16,venmo,quarterly,adulto
520,19,male,belt,accessories,54,minnesota,l,blue,summer,4.4,yes,2-day shipping,yes,yes,17,bank transfer,quarterly,adolescente
521,51,male,sunglasses,accessories,84,south carolina,m,white,spring,3.9,yes,free shipping,yes,yes,20,debit card,quarterly,adulto
522,36,male,shorts,clothing,41,vermont,l,gold,winter,3.5,yes,standard,yes,yes,50,bank transfer,annually,adulto
523,65,male,gloves,accessories,88,minnesota,m,blue,spring,2.5,yes,store pickup,yes,yes,37,cash,quarterly,tercera_edad
524,46,male,sandals,footwear,40,delaware,m,orange,spring,4.9,yes,express,yes,yes,5,paypal,quarterly,adulto
525,59,male,shirt,clothing,39,pennsylvania,m,gold,summer,4.8,yes,free shipping,yes,yes,44,paypal,annually,adulto
526,51,male,coat,outerwear,37,iowa,m,cyan,spring,3.2,yes,next day air,yes,yes,41,debit card,monthly,adulto
527,51,male,pants,clothing,52,new jersey,s,red,winter,4.9,yes,standard,yes,yes,19,cash,monthly,adulto
528,21,male,t-shirt,clothing,23,south carolina,l,yellow,winter,4.3,yes,next day air,yes,yes,47,bank transfer,quarterly,adulto
529,34,male,sneakers,footwear,88,maryland,s,beige,winter,3.2,yes,express,yes,yes,40,cash,annually,adulto
530,32,male,shorts,clothing,84,california,m,orange,fall,3.7,yes,standard,yes,yes,6,credit card,monthly,adulto
531,48,male,coat,outerwear,37,montana,xl,magenta,winter,3.2,yes,store pickup,yes,yes,25,credit card,bi-weekly,adulto
532,50,male,sandals,footwear,51,vermont,l,purple,fall,3.4,yes,next day air,yes,yes,42,cash,weekly,adulto
533,26,male,pants,clothing,76,texas,l,black,winter,4.1,yes,express,yes,yes,35,bank transfer,quarterly,adulto
534,57,male,sandals,footwear,60,north carolina,l,pink,spring,4.5,yes,next day air,yes,yes,17,debit card,weekly,adulto
535,65,male,gloves,accessories,72,florida,l,pink,fall,4.5,yes,next day air,yes,yes,4,paypal,quarterly,tercera_edad
536,56,male,t-shirt,clothing,45,west virginia,l,maroon,spring,3.2,yes,free shipping,yes,yes,24,bank transfer,weekly,adulto
537,44,male,jacket,outerwear,84,illinois,s,maroon,fall,4.4,yes,store pickup,yes,yes,16,debit card,quarterly,adulto
538,50,male,blouse,clothing,49,virginia,s,turquoise,summer,3.0,yes,store pickup,yes,yes,14,debit card,annually,adulto
539,27,male,socks,clothing,22,virginia,xl,green,spring,3.2,yes,free shipping,yes,yes,43,cash,weekly,adulto
540,49,male,coat,outerwear,48,wyoming,m,violet,winter,4.0,yes,store pickup,yes,yes,49,debit card,weekly,adulto
541,49,male,dress,clothing,37,south carolina,m,lavender,spring,3.1,yes,next day air,yes,yes,33,cash,quarterly,adulto
542,52,male,jacket,outerwear,27,connecticut,l,gray,fall,2.8,yes,next day air,yes,yes,45,cash,bi-weekly,adulto
543,27,male,boots,footwear,79,illinois,xl,teal,spring,4.6,yes,next day air,yes,yes,35,cash,bi-weekly,adulto
544,53,male,skirt,clothing,98,alabama,s,red,spring,4.3,yes,express,yes,yes,11,credit card,monthly,adulto
545,34,male,sandals,footwear,64,washington,s,yellow,summer,3.3,yes,standard,yes,yes,30,bank transfer,quarterly,adulto
546,33,male,coat,outerwear,32,alabama,l,magenta,summer,3.5,yes,2-day shipping,yes,yes,48,debit card,annually,adulto
547,62,male,hoodie,clothing,74,new mexico,m,brown,winter,3.4,yes,free shipping,yes,yes,45,venmo,bi-weekly,tercera_edad
548,38,male,jacket,outerwear,50,nevada,m,blue,winter,2.8,yes,free shipping,yes,yes,26,venmo,weekly,adulto
549,36,male,backpack,accessories,64,nebraska,m,black,winter,4.6,yes,store pickup,yes,yes,41,debit card,quarterly,adulto
550,31,male,backpack,accessories,29,arizona,s,olive,fall,3.6,yes,express,yes,yes,37,venmo,bi-weekly,adulto
551,62,male,belt,accessories,62,georgia,m,olive,summer,3.3,yes,store pickup,yes,yes,12,paypal,weekly,tercera_edad
552,29,male,coat,outerwear,78,idaho,xl,green,fall,3.1,yes,2-day shipping,yes,yes,27,cash,bi-weekly,adulto
553,24,male,t-shirt,clothing,94,missouri,m,peach,fall,3.5,yes,express,yes,yes,18,bank transfer,weekly,adulto
554,63,male,sunglasses,accessories,59,florida,m,white,winter,3.2,yes,express,yes,yes,15,credit card,quarterly,tercera_edad
555,56,male,sneakers,footwear,47,minnesota,m,red,summer,3.0,yes,express,yes,yes,34,bank transfer,weekly,adulto
556,63,male,gloves,accessories,57,maine,m,white,fall,4.8,yes,express,yes,yes,37,venmo,annually,tercera_edad
557,40,male,coat,outerwear,90,montana,l,indigo,winter,5.0,yes,store pickup,yes,yes,21,cash,bi-weekly,adulto
558,18,male,shirt,clothing,60,alaska,m,white,spring,2.9,yes,free shipping,yes,yes,31,debit card,weekly,adolescente
559,50,male,sneakers,footwear,77,iowa,l,teal,fall,3.2,yes,express,yes,yes,43,debit card,quarterly,adulto
560,66,male,scarf,accessories,41,arizona,m,indigo,fall,2.9,yes,store pickup,yes,yes,22,bank transfer,monthly,tercera_edad
561,25,male,jewelry,accessories,48,louisiana,l,red,fall,3.3,yes,free shipping,yes,yes,12,debit card,annually,adulto
562,65,male,jacket,outerwear,65,alabama,m,blue,fall,2.6,yes,next day air,yes,yes,25,paypal,bi-weekly,tercera_edad
563,53,male,jeans,clothing,62,missouri,m,blue,summer,3.5,yes,standard,yes,yes,40,debit card,annually,adulto
564,61,male,shoes,footwear,99,idaho,m,black,fall,4.4,yes,standard,yes,yes,16,debit card,quarterly,tercera_edad
565,67,male,hoodie,clothing,58,florida,m,olive,winter,3.4,yes,next day air,yes,yes,30,bank transfer,weekly,tercera_edad
566,59,male,backpack,accessories,43,idaho,l,lavender,fall,4.2,yes,store pickup,yes,yes,10,venmo,weekly,adulto
567,55,male,sneakers,footwear,93,alabama,m,indigo,spring,3.6,yes,store pickup,yes,yes,1,debit card,bi-weekly,adulto
568,21,male,blouse,clothing,50,new hampshire,s,red,winter,3.0,yes,next day air,yes,yes,24,venmo,bi-weekly,adulto
569,44,male,pants,clothing,88,utah,l,red,summer,4.0,yes,free shipping,yes,yes,36,paypal,monthly,adulto
570,65,male,skirt,clothing,33,alabama,m,pink,fall,4.4,yes,express,yes,yes,46,credit card,quarterly,tercera_edad
571,65,male,t-shirt,clothing,99,iowa,xl,purple,fall,4.1,yes,standard,yes,yes,20,cash,annually,tercera_edad
572,54,male,jacket,outerwear,76,kentucky,xl,cyan,spring,3.6,yes,free shipping,yes,yes,37,venmo,weekly,adulto
573,56,male,scarf,accessories,97,south carolina,xl,cyan,summer,4.6,yes,next day air,yes,yes,26,bank transfer,annually,adulto
574,58,male,pants,clothing,68,california,m,charcoal,summer,3.2,yes,2-day shipping,yes,yes,23,credit card,bi-weekly,adulto
575,54,male,sneakers,footwear,79,maine,l,red,fall,4.8,yes,free shipping,yes,yes,20,bank transfer,bi-weekly,adulto
576,58,male,jeans,clothing,86,nebraska,m,peach,fall,4.8,yes,express,yes,yes,38,paypal,monthly,adulto
577,48,male,hat,accessories,68,washington,m,black,winter,5.0,yes,2-day shipping,yes,yes,5,credit card,quarterly,adulto
578,19,male,skirt,clothing,52,alabama,m,black,fall,3.7,yes,store pickup,yes,yes,41,venmo,annually,adolescente
579,69,male,sandals,footwear,90,maine,m,purple,fall,4.6,yes,next day air,yes,yes,22,credit card,bi-weekly,tercera_edad
580,58,male,sandals,footwear,41,california,m,violet,winter,3.7,yes,free shipping,yes,yes,48,credit card,annually,adulto
581,49,male,sweater,clothing,80,iowa,m,orange,spring,4.1,yes,free shipping,yes,yes,10,paypal,weekly,adulto
582,32,male,sweater,clothing,100,iowa,xl,charcoal,winter,2.7,yes,store pickup,yes,yes,12,bank transfer,quarterly,adulto
583,40,male,jacket,outerwear,77,colorado,l,turquoise,spring,4.9,yes,store pickup,yes,yes,2,bank transfer,quarterly,adulto
584,25,male,shorts,clothing,78,california,l,yellow,spring,4.0,yes,store pickup,yes,yes,38,paypal,monthly,adulto
585,70,male,socks,clothing,94,indiana,m,white,spring,4.7,yes,free shipping,yes,yes,20,debit card,monthly,tercera_edad
586,69,male,socks,clothing,23,south carolina,m,gray,fall,2.8,yes,next day air,yes,yes,5,cash,quarterly,tercera_edad
587,45,male,hoodie,clothing,20,wisconsin,s,blue,winter,4.9,yes,2-day shipping,yes,yes,9,venmo,annually,adulto
588,29,male,socks,clothing,86,washington,s,maroon,fall,4.2,yes,express,yes,yes,48,debit card,quarterly,adulto
589,47,male,boots,footwear,60,south dakota,m,violet,fall,3.0,yes,standard,yes,yes,9,debit card,quarterly,adulto
590,28,male,shirt,clothing,70,minnesota,m,orange,fall,3.4,yes,2-day shipping,yes,yes,40,paypal,annually,adulto
591,64,male,belt,accessories,39,alaska,s,turquoise,fall,4.6,yes,standard,yes,yes,30,venmo,bi-weekly,tercera_edad
592,47,male,backpack,accessories,37,kentucky,l,olive,fall,4.2,yes,store pickup,yes,yes,6,debit card,bi-weekly,adulto
593,60,male,boots,footwear,29,north dakota,m,brown,fall,3.2,yes,free shipping,yes,yes,42,venmo,quarterly,tercera_edad
594,67,male,coat,outerwear,35,alaska,s,green,winter,4.4,yes,store pickup,yes,yes,9,paypal,quarterly,tercera_edad
595,35,male,hoodie,clothing,83,oklahoma,s,brown,winter,2.5,yes,next day air,yes,yes,6,debit card,monthly,adulto
596,30,male,shoes,footwear,77,delaware,m,silver,summer,3.6,yes,next day air,yes,yes,47,paypal,quarterly,adulto
597,23,male,shoes,footwear,37,montana,xl,white,summer,4.5,yes,store pickup,yes,yes,36,venmo,annually,adulto
598,70,male,jewelry,accessories,69,alaska,l,gold,summer,3.4,yes,standard,yes,yes,19,bank transfer,bi-weekly,tercera_edad
599,21,male,dress,clothing,66,california,l,green,winter,3.2,yes,2-day shipping,yes,yes,30,cash,quarterly,adulto
600,51,male,boots,footwear,26,massachusetts,l,teal,spring,4.2,yes,standard,yes,yes,27,debit card,quarterly,adulto
601,22,male,hat,accessories,63,south carolina,m,charcoal,spring,5.0,yes,2-day shipping,yes,yes,25,venmo,monthly,adulto
602,32,male,backpack,accessories,38,west virginia,m,maroon,summer,4.7,yes,store pickup,yes,yes,5,cash,bi-weekly,adulto
603,37,male,shoes,footwear,58,oregon,l,lavender,summer,4.2,yes,next day air,yes,yes,10,cash,quarterly,adulto
604,31,male,handbag,accessories,46,massachusetts,l,green,winter,3.4,yes,2-day shipping,yes,yes,26,paypal,quarterly,adulto
605,44,male,sunglasses,accessories,92,west virginia,s,pink,fall,4.4,yes,store pickup,yes,yes,11,credit card,quarterly,adulto
606,40,male,hat,accessories,32,california,xl,charcoal,winter,4.2,yes,standard,yes,yes,17,bank transfer,weekly,adulto
607,27,male,scarf,accessories,90,colorado,m,blue,spring,4.5,yes,standard,yes,yes,44,paypal,monthly,adulto
608,47,male,hoodie,clothing,23,indiana,l,purple,fall,2.8,yes,next day air,yes,yes,44,cash,monthly,adulto
609,41,male,backpack,accessories,25,delaware,s,gold,fall,3.3,yes,next day air,yes,yes,21,venmo,quarterly,adulto
610,51,male,sweater,clothing,54,ohio,l,purple,fall,4.6,yes,next day air,yes,yes,49,credit card,bi-weekly,adulto
611,53,male,shorts,clothing,72,oklahoma,m,charcoal,summer,2.5,yes,free shipping,yes,yes,27,bank transfer,quarterly,adulto
612,43,male,scarf,accessories,33,california,m,black,winter,4.7,yes,store pickup,yes,yes,19,cash,monthly,adulto
613,67,male,hat,accessories,43,new hampshire,l,lavender,fall,4.6,yes,express,yes,yes,33,credit card,quarterly,tercera_edad
614,61,male,coat,outerwear,51,pennsylvania,l,lavender,fall,2.6,yes,standard,yes,yes,46,cash,bi-weekly,tercera_edad
615,68,male,jewelry,accessories,85,idaho,m,lavender,winter,4.0,yes,standard,yes,yes,21,credit card,bi-weekly,tercera_edad
616,67,male,sandals,footwear,100,maryland,l,olive,summer,2.6,yes,next day air,yes,yes,23,venmo,annually,tercera_edad
617,29,male,gloves,accessories,72,pennsylvania,l,teal,spring,4.6,yes,free shipping,yes,yes,38,credit card,quarterly,adulto
618,50,male,backpack,accessories,57,colorado,m,maroon,fall,2.6,yes,standard,yes,yes,2,bank transfer,quarterly,adulto
619,61,male,jacket,outerwear,94,indiana,l,cyan,spring,4.0,yes,express,yes,yes,21,debit card,bi-weekly,tercera_edad
620,19,male,backpack,accessories,34,nebraska,m,charcoal,summer,4.6,yes,store pickup,yes,yes,1,debit card,quarterly,adolescente
621,33,male,backpack,accessories,89,rhode island,m,black,fall,3.7,yes,2-day shipping,yes,yes,10,venmo,quarterly,adulto
622,51,male,sunglasses,accessories,27,kansas,s,red,fall,4.4,yes,store pickup,yes,yes,45,credit card,weekly,adulto
623,69,male,socks,clothing,63,georgia,s,peach,spring,4.0,yes,next day air,yes,yes,44,bank transfer,bi-weekly,tercera_edad
624,19,male,shoes,footwear,70,nevada,m,white,fall,4.7,yes,standard,yes,yes,48,paypal,bi-weekly,adolescente
